"corpus","preloaded/ententen21_tt31"
"subcorpus","-"
Keyword,Gramrel,Collocate,Freq,Score
,,"fall",50,5.590
,,"bring",38,5.400
,,"effort",36,5.370
,,"purpose",29,5.220
,,"more",28,5.120
,,"mean",24,5.120
,,"way",28,5.120
,,"much",23,5.050
,,"subject",26,5.020
power,"verbs with particle ""up"" and X as object",,21596,0.110
,,"give",7503,8.260
,,"crank",350,7.990
,,"use",635,7.830
,,"suck",274,7.700
,,"store",176,7.620
,,"shore",394,7.530
,,"hook",350,7.430
,,"summon",150,7.390
,,"bump",175,7.210
,,"build",1850,7.070
,,"eat",239,7.050
,,"charge",128,7.020
,,"beef",222,6.950
,,"pump",160,6.930
,,"turn",525,6.820
,,"boost",97,6.800
,,"ramp",351,6.550
,,"divide",104,6.410
,,"free",336,6.330
,,"connect",51,6.070
,,"gather",109,6.050
,,"scale",158,6.000
,,"call",142,5.950
,,"muster",56,5.890
,,"level",71,5.880
,,"prop",118,5.810
,,"wire",48,5.740
,,"gobble",57,5.730
,,"yield",39,5.700
,,"talk",52,5.630
,,"dial",44,5.590
,,"stir",163,5.580
,,"conjure",118,5.560
,,"pen",48,5.550
,,"soak",157,5.480
,,"divvy",35,5.450
,,"double",31,5.270
,,"burn",41,5.140
,,"step",165,5.100
,,"chew",33,5.100
,,"jack",43,5.090
,,"save",43,5.080
,,"break",201,5.070
,,"sum",146,5.070
,,"raise",50,5.070
,,"play",45,5.050
power,"X into ...",,20339,0.100
,,"grid",1032,9.750
,,"hand",3797,8.720
,,"load",264,8.490
,,"power",611,7.990
,,"electricity",221,7.800
,,"battery",137,7.450
,,"ohm",91,7.070
,,"branch",146,6.940
,,"antenna",69,6.710
,,"shot",83,6.680
,,"spell",67,6.640
,,"energy",173,6.570
,,"speaker",64,6.520
,,"package",122,6.490
,,"heat",87,6.440
,,"AC",56,6.420
,,"punch",54,6.380
,,"thrust",52,6.340
,,"execution",63,6.300
,,"government",77,6.150
,,"weapon",63,6.110
,,"influence",49,6.080
,,"Asia",58,6.070
,,"stroke",42,6.020
,,"East",49,5.990
,,"attack",70,5.920
,,"beam",47,5.910
,,"hydrogen",44,5.900
,,"sword",41,5.900
,,"device",97,5.890
,,"DC",39,5.830
,,"shield",37,5.810
,,"voltage",37,5.790
,,"circuit",48,5.730
,,"region",151,5.710
,,"motion",79,5.700
,,"Pacific",38,5.650
,,"Ring",32,5.640
,,"coil",34,5.600
,,"motor",34,5.590
,,"speed",34,5.590
,,"footprint",30,5.500
,,"sphere",48,5.490
,,"Mediterranean",30,5.460
,,"pedal",29,5.460
,,"fiber",34,5.450
,,"impedance",26,5.370
,,"body",187,5.360
,,"strike",28,5.340
,,"output",31,5.300
,,"channel",56,5.290
,,"Ohms",25,5.290
,,"blast",25,5.240
,,"mix",95,5.200
,,"economy",70,5.200
,,"commodity",28,5.190
,,"vortex",29,5.180
,,"blow",23,5.180
,,"source",46,5.120
,,"system",341,5.100
,,"conflict",71,5.100
,,"network",76,5.080
,,"swing",37,5.060
,,"Europe",49,5.030
,,"blade",24,5.020
,,"cable",23,5.020
,,"soul",44,5.010
power,"... over X",,20154,0.100
,,"hand",4828,10.020
,,"struggle",294,8.150
,,"monopoly",226,8.040
,,"turn",631,7.770
,,"hand",797,7.700
,,"triumph",193,7.450
,,"take",3421,7.060
,,"give",139,6.980
,,"sign",87,6.840
,,"control",2037,6.830
,,"mastery",96,6.790
,,"conflict",144,6.750
,,"do",288,6.710
,,"triumph",124,6.680
,,"prevail",121,6.680
,,"battle",157,6.600
,,"fight",122,6.550
,,"fight",147,6.510
,,"debate",287,6.380
,,"power",329,6.290
,,"victorious",52,6.210
,,"authority",193,6.160
,,"Christ",47,6.150
,,"hold",55,6.140
,,"command",57,6.040
,,"victory",536,5.990
,,"dispute",147,5.920
,,"contest",38,5.810
,,"struggle",41,5.810
,,"grip",40,5.780
,,"speed",47,5.640
,,"competition",39,5.620
,,"finesse",28,5.500
,,"supremacy",32,5.450
,,"love",30,5.400
,,"accuracy",28,5.340
,,"concern",213,5.320
,,"war",44,5.310
,,"dominion",40,5.210
,,"superiority",33,5.200
,,"elegance",22,5.150
,,"hit",28,5.100
,,"rivalry",22,5.100
,,"argument",34,5.030
,,"anxiety",27,5.030
,,"technique",22,5.010
power,"... against X",,18305,0.090
,,"power",240,8.300
,,"struggle",905,7.990
,,"stand",406,7.810
,,"check",124,7.480
,,"struggle",299,7.470
,,"resistance",236,7.400
,,"movement",202,7.370
,,"helpless",96,7.330
,,"rebellion",268,7.320
,,"bulwark",124,7.300
,,"revolt",196,7.230
,,"fight",988,7.190
,,"people",160,7.110
,,"individual",91,7.110
,,"man",113,7.080
,,"chance",116,7.070
,,"uprising",124,7.000
,,"revolt",103,6.880
,,"revolution",90,6.840
,,"war",837,6.820
,,"balance",67,6.820
,,"prevail",78,6.810
,,"rebel",179,6.690
,,"right",95,6.630
,,"pit",79,6.590
,,"warfare",74,6.570
,,"direct",148,6.460
,,"ally",62,6.460
,,"turn",122,6.420
,,"stand",123,6.410
,,"independence",52,6.410
,,"battle",307,6.380
,,"argument",192,6.300
,,"weapon",102,6.260
,,"insurrection",49,6.250
,,"conflict",47,6.220
,,"balance",61,6.210
,,"liberty",43,6.200
,,"blow",53,6.190
,,"rise",56,6.090
,,"force",110,6.080
,,"battle",55,6.050
,,"arm",63,6.050
,,"do",92,6.040
,,"citizen",45,6.000
,,"contend",38,6.000
,,"push",112,5.990
,,"powerless",38,5.990
,,"freedom",38,5.970
,,"protest",241,5.910
,,"safeguard",55,5.910
,,"defense",152,5.900
,,"unite",50,5.890
,,"country",47,5.890
,,"resentment",40,5.870
,,"demonstration",63,5.860
,,"defenseless",34,5.830
,,"rail",54,5.820
,,"defiance",34,5.810
,,"own",43,5.780
,,"state",40,5.770
,,"interest",35,5.750
,,"speak",71,5.720
,,"voice",42,5.700
,,"nation",35,5.700
,,"reaction",44,5.680
,,"demonstrate",42,5.670
,,"shield",37,5.670
,,"victory",96,5.670
,,"backlash",50,5.640
,,"be",719,5.640
,,"nothing",52,5.630
,,"protest",123,5.600
,,"warn",66,5.580
,,"argue",106,5.570
,,"wrestle",29,5.570
,,"weak",31,5.560
,,"campaign",46,5.550
,,"war",30,5.550
,,"work",112,5.530
,,"strength",30,5.530
,,"campaign",200,5.510
,,"useless",28,5.500
,,"front",33,5.480
,,"resist",26,5.480
,,"alliance",30,5.450
,,"crusade",40,5.440
,,"defend",91,5.430
,,"defence",51,5.420
,,"rebel",34,5.420
,,"effort",45,5.410
,,"truth",25,5.400
,,"have",38,5.400
,,"security",33,5.370
,,"protection",235,5.330
,,"win",56,5.330
,,"warning",33,5.330
,,"opposition",27,5.320
,,"fight",379,5.310
,,"grievance",29,5.310
power,"verbs with particle ""off"" and X as object",,18034,0.090
,,"shut",3121,10.490
,,"switch",1127,9.240
,,"turn",5643,9.170
,,"cut",2567,8.430
,,"run",583,8.200
,,"show",2418,7.990
,,"siphon",103,7.020
,,"feed",98,6.620
,,"play",91,6.470
,,"hand",67,6.430
,,"trade",62,6.360
,,"back",72,6.210
,,"operate",48,6.160
,,"draw",42,5.990
,,"ease",37,5.790
,,"kill",108,5.640
,,"bleed",30,5.610
,,"work",52,5.500
,,"piss",51,5.370
,,"power",25,5.310
,,"give",101,5.260
,,"strip",43,5.260
,,"burn",40,5.180
,,"throw",75,5.160
,,"ward",80,5.140
,,"knock",52,5.020
power,"... than X",,17200,0.090
,,"provide",187,8.160
,,"power",305,7.830
,,"strong",420,6.960
,,"great",1277,6.770
,,"cheap",376,6.680
,,"important",518,6.540
,,"finesse",48,6.500
,,"deliver",47,6.400
,,"expensive",232,6.290
,,"powerful",150,6.270
,,"produce",49,6.250
,,"dangerous",67,5.910
,,"speed",41,5.850
,,"have",36,5.850
,,"weak",58,5.810
,,"electricity",34,5.800
,,"offer",36,5.670
,,"generate",27,5.650
,,"energy",53,5.630
,,"need",35,5.610
,,"reliable",43,5.560
,,"costly",35,5.530
,,"mighty",30,5.480
,,"require",28,5.400
,,"clean",30,5.370
,,"cost",40,5.330
,,"grow",46,5.320
,,"efficient",59,5.310
,,"control",24,5.280
,,"other",1728,5.260
,,"emission",26,5.260
,,"skill",25,5.260
,,"thing",33,5.230
,,"possess",20,5.230
,,"broad",30,5.220
,,"force",22,5.170
,,"authority",21,5.100
,,"supply",17,5.010
power,"X within ...",,17185,0.090
,,"government",621,8.750
,,"party",461,8.320
,,"household",220,8.190
,,"society",515,7.990
,,"relationship",182,7.780
,,"Party",181,7.700
,,"institution",201,7.470
,,"state",470,7.400
,,"family",324,7.290
,,"hand",90,7.250
,,"hierarchy",93,7.130
,,"branch",88,7.120
,,"empire",93,7.060
,,"system",627,6.960
,,"administration",84,6.830
,,"competence",71,6.810
,,"church",143,6.780
,,"structure",173,6.750
,,"organization",367,6.710
,,"nation",83,6.690
,,"sphere",95,6.680
,,"country",246,6.670
,,"world",162,6.650
,,"Europe",87,6.640
,,"union",68,6.630
,,"movement",116,6.620
,,"Church",98,6.600
,,"EU",101,6.560
,,"man",56,6.520
,,"body",192,6.440
,,"regime",52,6.410
,,"tribe",49,6.370
,,"marriage",57,6.310
,,"Council",53,6.300
,,"kingdom",46,6.280
,,"economy",63,6.260
,,"grasp",65,6.230
,,"corporation",46,6.230
,,"decade",78,6.220
,,"mind",65,6.210
,,"coalition",43,6.210
,,"Union",61,6.200
,,"universe",60,6.200
,,"being",43,6.140
,,"elite",39,6.120
,,"order",48,6.110
,,"person",44,6.110
,,"territory",87,6.090
,,"soul",48,6.030
,,"Act",39,6.020
,,"Congress",37,6.020
,,"group",210,6.010
,,"Empire",38,6.000
,,"clan",36,6.000
,,"constitution",35,6.000
,,"House",38,5.970
,,"company",148,5.940
,,"band",49,5.940
,,"community",487,5.930
,,"city",139,5.930
,,"region",172,5.920
,,"realm",75,5.900
,,"politics",34,5.900
,,"rank",57,5.880
,,"military",37,5.880
,,"market",84,5.860
,,"federation",31,5.820
,,"chain",46,5.810
,,"university",47,5.800
,,"individual",38,5.800
,,"organisation",94,5.790
,,"apparatus",30,5.770
,,"democracy",30,5.760
,,"limit",220,5.710
,,"workplace",39,5.690
,,"circle",59,5.680
,,"establishment",31,5.660
,,"class",54,5.640
,,"people",31,5.630
,,"culture",56,5.600
,,"court",28,5.570
,,"bureaucracy",26,5.540
,,"capitalism",27,5.530
,,"States",71,5.530
,,"province",36,5.510
,,"industry",190,5.510
,,"jurisdiction",80,5.490
,,"agency",41,5.480
,,"home",52,5.450
,,"Germany",25,5.420
,,"alliance",24,5.420
,,"executive",22,5.380
,,"framework",164,5.370
,,"Senate",22,5.360
,,"England",23,5.350
,,"State",33,5.330
,,"self",24,5.330
,,"land",25,5.310
,,"council",24,5.310
,,"GOP",22,5.310
power,"verbs with particle ""out"" and X as object",,17048,0.090
,,"knock",4436,10.960
,,"phase",1365,9.580
,,"churn",395,7.790
,,"put",1456,7.350
,,"pump",188,7.180
,,"balance",149,7.060
,,"cancel",121,6.940
,,"test",204,6.680
,,"draw",217,6.670
,,"crank",115,6.660
,,"short",62,6.660
,,"bring",665,6.410
,,"push",117,6.380
,,"squeeze",82,6.290
,,"pour",135,6.260
,,"lock",48,5.890
,,"set",410,5.830
,,"max",37,5.780
,,"burn",45,5.740
,,"blow",80,5.640
,,"dole",58,5.610
,,"take",677,5.600
,,"wipe",192,5.590
,,"drive",62,5.570
,,"smooth",67,5.520
,,"suck",33,5.480
,,"kick",41,5.430
,,"spread",54,5.390
,,"spell",87,5.380
,,"give",198,5.350
,,"dish",51,5.220
,,"belt",34,5.220
,,"even",31,5.200
,,"maxing",22,5.150
,,"cast",36,5.120
power,"X between ...",,15027,0.080
,,"branch",616,9.660
,,"executive",267,8.890
,,"president",169,8.050
,,"front",191,8.020
,,"legislature",118,7.940
,,"wheel",153,7.910
,,"Congress",134,7.880
,,"employer",217,7.820
,,"state",759,7.780
,,"Executive",103,7.740
,,"government",635,7.530
,,"judiciary",79,7.370
,,"Parliament",81,7.300
,,"President",87,7.260
,,"worker",151,7.230
,,"capital",104,7.180
,,"faction",117,6.950
,,"party",605,6.870
,,"corporation",67,6.760
,,"citizen",96,6.700
,,"sex",122,6.620
,,"elite",55,6.590
,,"labor",54,6.570
,,"Centre",52,6.550
,,"court",57,6.540
,,"institution",108,6.500
,,"labour",44,6.410
,,"arm",60,6.390
,,"king",50,6.360
,,"State",60,6.350
,,"centre",59,6.350
,,"class",119,6.290
,,"board",59,6.270
,,"axle",39,6.270
,,"Union",59,6.260
,,"authority",73,6.250
,,"parliament",37,6.240
,,"landlord",45,6.230
,,"Government",49,6.220
,,"actor",69,6.200
,,"Commonwealth",36,6.190
,,"Legislature",34,6.190
,,"North",64,6.170
,,"organ",37,6.160
,,"buyer",56,6.140
,,"man",334,6.140
,,"woman",119,6.120
,,"ruler",38,6.110
,,"battery",36,6.080
,,"individual",145,6.060
,,"shareholder",35,6.060
,,"nation",129,6.040
,,"engine",42,6.030
,,"shaft",34,6.020
,,"employee",61,5.940
,,"consumer",42,5.880
,,"gender",50,5.860
,,"producer",42,5.810
,,"Federal",26,5.760
,,"monarch",25,5.720
,,"States",133,5.710
,,"level",108,5.710
,,"administration",37,5.700
,,"bloc",26,5.700
,,"East",48,5.690
,,"leader",63,5.670
,,"grid",26,5.670
,,"group",314,5.650
,,"Israel",83,5.650
,,"emperor",25,5.650
,,"CPU",26,5.640
,,"force",77,5.620
,,"Ottawa",24,5.620
,,"tackle",25,5.620
,,"kW",23,5.620
,,"union",34,5.520
,,"House",32,5.500
,,"governor",23,5.480
,,"side",86,5.480
,,"province",28,5.480
,,"Democrats",26,5.440
,,"church",44,5.420
,,"China",73,5.400
,,"investor",25,5.400
,,"monarchy",20,5.380
,,"owner",40,5.370
,,"EU",37,5.330
,,"clan",23,5.330
,,"King",22,5.290
,,"adult",30,5.290
,,"Senate",19,5.290
,,"manufacturer",27,5.260
,,"center",33,5.260
,,"Israelis",25,5.250
,,"politician",23,5.250
,,"slave",19,5.240
,,"perpetrator",18,5.220
,,"tenant",20,5.210
,,"people",212,5.200
,,"power",45,5.180
power,"X during ...",,14630,0.070
,,"outage",471,9.470
,,"storm",369,8.020
,,"blackout",106,7.760
,,"emergency",220,7.290
,,"acceleration",71,7.140
,,"reign",227,6.900
,,"takeoff",63,6.900
,,"wartime",80,6.840
,,"climb",52,6.770
,,"coup",50,6.680
,,"failure",50,6.680
,,"revolution",132,6.600
,,"Revolution",61,6.490
,,"demand",40,6.430
,,"fight",78,6.300
,,"Ages",60,6.300
,,"flight",107,6.240
,,"century",256,6.220
,,"peak",50,6.220
,,"transmission",42,6.200
,,"election",151,6.190
,,"state",50,6.180
,,"negotiation",70,6.160
,,"Sandy",35,6.160
,,"operation",200,6.030
,,"condition",56,6.030
,,"rule",54,6.020
,,"age",54,5.920
,,"mode",30,5.910
,,"eclipse",34,5.820
,,"war",424,5.760
,,"Spring",30,5.760
,,"era",162,5.750
,,"weather",58,5.750
,,"Age",45,5.750
,,"crisis",186,5.720
,,"battle",94,5.640
,,"hour",336,5.620
,,"combat",31,5.550
,,"transition",55,5.540
,,"use",47,5.540
,,"pulse",21,5.520
,,"take-off",22,5.510
,,"II",233,5.480
,,"daytime",27,5.460
,,"disruption",21,5.460
,,"day",631,5.440
,,"presidency",31,5.440
,,"wave",31,5.440
,,"update",25,5.440
,,"absence",29,5.400
,,"stroke",21,5.400
,,"cut",20,5.400
,,"War",372,5.390
,,"Irma",19,5.390
,,"period",1224,5.340
,,"test",58,5.340
,,"descent",21,5.320
,,"time",946,5.310
,,"approach",21,5.310
,,"WWII",63,5.290
,,"disaster",32,5.290
,,"term",85,5.270
,,"administration",51,5.260
,,"hurricane",21,5.260
,,"struggle",24,5.260
,,"dynasty",34,5.230
,,"height",28,5.220
,,"uprising",23,5.220
,,"regime",25,5.200
,,"turn",23,5.200
,,"conflict",46,5.180
,,"1990",43,5.170
,,"part",54,5.160
,,"sleep",41,5.160
,,"change",24,5.150
,,"interruption",16,5.140
,,"1930",32,5.120
,,"testing",36,5.080
,,"life",63,5.050
,,"interval",25,5.050
,,"Event",15,5.050
,,"decade",63,5.030
,,"reconstruction",18,5.010
power,"X after ...",,10389,0.050
,,"coup",292,9.120
,,"election",1075,8.560
,,"storm",230,7.810
,,"revolution",200,7.780
,,"power",93,7.730
,,"outage",66,7.500
,,"term",107,7.410
,,"M-Day",46,7.170
,,"decade",155,7.090
,,"defeat",122,7.030
,,"independence",84,7.000
,,"wind",44,6.880
,,"overthrow",41,6.870
,,"assassination",58,6.810
,,"d",38,6.790
,,"fall",151,6.770
,,"Revolution",44,6.740
,,"War",227,6.650
,,"uprising",39,6.630
,,"collapse",71,6.590
,,"Irma",33,6.570
,,"war",375,6.550
,,"II",153,6.530
,,"victory",87,6.470
,,"ouster",29,6.450
,,"Fukushima",29,6.440
,,"States",37,6.330
,,"disaster",78,6.300
,,"hurricane",37,6.290
,,"invasion",54,6.270
,,"poll",39,6.260
,,"WWII",46,6.230
,,"withdrawal",37,6.230
,,"Sandy",30,6.230
,,"Mubarak",24,6.200
,,"resignation",30,6.160
,,"May",48,6.100
,,"gap",30,6.100
,,"demise",30,6.090
,,"father",56,6.000
,,"takeoff",31,6.000
,,"blackout",21,5.990
,,"century",35,5.930
,,"Maria",23,5.890
,,"November",34,5.860
,,"WWI",21,5.830
,,"death",455,5.820
,,"US",26,5.810
,,"protest",32,5.790
,,"U.S.",25,5.780
,,"revolt",19,5.760
,,"Election",18,5.750
,,"I",23,5.740
,,"rpm",17,5.740
,,"Spirit",17,5.730
,,"struggle",23,5.720
,,"crisis",47,5.700
,,"quake",22,5.650
,,"failure",35,5.630
,,"ghost",16,5.610
,,"switch",18,5.600
,,"referendum",20,5.580
,,"February",23,5.530
,,"strike",25,5.510
,,"vote",32,5.480
,,"engine",17,5.450
,,"accident",72,5.450
,,"rebellion",16,5.450
,,"king",16,5.430
,,"genocide",16,5.420
,,"sun",19,5.410
,,"year",800,5.380
,,"tornado",16,5.360
,,"March",31,5.340
,,"reign",15,5.340
,,"destruction",20,5.330
,,"Irene",13,5.310
,,"meltdown",13,5.250
,,"hiatus",27,5.230
,,"rule",15,5.230
,,"September",36,5.220
,,"October",23,5.200
,,"president",17,5.200
,,"military",13,5.200
,,"predecessor",13,5.180
,,"troop",15,5.180
,,"I.",13,5.170
,,"end",96,5.130
,,"decline",14,5.100
,,"liberation",14,5.090
,,"shutdown",14,5.070
,,"occupation",13,5.060
,,"minute",83,5.040
,,"departure",23,5.010
power,"... beyond X",,10223,0.050
,,"act",317,9.740
,,"be",6697,9.200
,,"seem",107,7.910
,,"lie",161,7.750
,,"something",123,7.640
,,"thing",82,7.490
,,"task",48,7.180
,,"power",59,7.110
,,"conduct",39,6.940
,,"force",54,6.880
,,"place",35,6.650
,,"remain",38,6.550
,,"matter",31,6.390
,,"pass",37,6.350
,,"way",102,6.340
,,"nothing",31,6.320
,,"much",27,6.310
,,"act",22,6.100
,,"go",770,6.080
,,"anything",40,6.050
,,"right",19,5.860
,,"work",22,5.800
,,"grow",36,5.750
,,"tempt",17,5.740
,,"soul",17,5.730
,,"law",16,5.620
,,"event",19,5.520
,,"consider",16,5.510
,,"reach",44,5.500
,,"action",15,5.450
,,"problem",15,5.450
,,"lie",14,5.430
,,"hold",14,5.430
,,"authority",13,5.320
,,"prove",38,5.230
,,"step",15,5.180
,,"get",31,5.160
power,"X behind ...",,10017,0.050
,,"throne",2739,12.700
,,"government",155,8.740
,,"Throne",133,8.730
,,"shot",137,8.710
,,"punch",118,8.540
,,"power",113,8.350
,,"word",154,7.920
,,"blow",72,7.830
,,"movement",100,7.630
,,"voice",65,7.550
,,"phenomenon",73,7.520
,,"scene",834,7.480
,,"universe",56,7.420
,,"swing",53,7.400
,,"presidency",51,7.370
,,"system",70,7.220
,,"strike",45,7.100
,,"everything",61,6.980
,,"stroke",34,6.780
,,"move",53,6.770
,,"music",49,6.770
,,"spell",33,6.730
,,"creation",60,6.680
,,"president",34,6.680
,,"force",34,6.660
,,"thing",47,6.650
,,"king",31,6.630
,,"effort",50,6.530
,,"message",33,6.520
,,"kick",28,6.500
,,"revolution",31,6.490
,,"attack",79,6.480
,,"ministry",25,6.330
,,"success",43,6.330
,,"platform",28,6.310
,,"war",31,6.300
,,"politics",24,6.230
,,"technology",32,6.220
,,"thought",25,6.220
,,"idea",40,6.190
,,"nature",23,6.160
,,"action",39,6.150
,,"performance",26,6.150
,,"world",27,6.140
,,"magic",23,6.140
,,"man",36,6.130
,,"life",27,6.090
,,"event",37,6.070
,,"button",22,6.070
,,"communism",20,6.010
,,"brand",30,6.000
,,"business",26,6.000
,,"organization",22,5.970
,,"regime",20,5.970
,,"machine",23,5.970
,,"header",19,5.940
,,"group",28,5.940
,,"industry",22,5.940
,,"manifestation",19,5.920
,,"ball",30,5.920
,,"facade",25,5.920
,,"Party",19,5.880
,,"ability",19,5.880
,,"medium",19,5.870
,,"beast",18,5.860
,,"miracle",18,5.850
,,"demand",20,5.810
,,"campaign",31,5.790
,,"evolution",19,5.780
,,"state",21,5.770
,,"party",18,5.720
,,"story",32,5.700
,,"thrust",16,5.700
,,"program",24,5.670
,,"hoax",16,5.670
,,"façade",18,5.640
,,"law",23,5.630
,,"veil",23,5.610
,,"throw",15,5.610
,,"storage",15,5.600
,,"technique",17,5.590
,,"religion",16,5.590
,,"curtain",60,5.580
,,"existence",16,5.570
,,"empire",15,5.570
,,"name",31,5.560
,,"coup",16,5.560
,,"company",21,5.550
,,"hit",16,5.530
,,"marketing",15,5.530
,,"show",19,5.510
,,"emperor",14,5.510
,,"growth",21,5.500
,,"god",14,5.500
,,"Order",14,5.500
,,"faith",14,5.490
,,"film",22,5.480
,,"song",23,5.470
,,"transformation",14,5.400
,,"Rome",13,5.400
power,"... upon X",,8783,0.040
,,"limitation",581,10.690
,,"restriction",209,9.150
,,"call",1459,8.650
,,"encroach",171,8.550
,,"limit",108,8.540
,,"restraint",109,8.440
,,"check",105,8.410
,,"draw",695,8.200
,,"dependence",137,8.030
,,"confer",165,8.000
,,"encroachment",67,7.750
,,"reliance",119,7.650
,,"rely",553,7.480
,,"call",103,7.430
,,"infringe",97,7.350
,,"constraint",35,6.930
,,"rest",126,6.870
,,"dependent",322,6.720
,,"reliant",39,6.680
,,"intrude",36,6.640
,,"trench",27,6.630
,,"place",109,6.580
,,"demand",35,6.550
,,"seize",49,6.530
,,"depend",789,6.420
,,"more",27,6.350
,,"impinge",27,6.160
,,"draw",22,6.110
,,"strain",20,6.110
,,"operate",24,6.110
,,"reflect",88,6.090
,,"focus",67,6.070
,,"impose",70,6.030
,,"reflection",26,6.000
,,"infringement",19,5.890
,,"found",45,5.880
,,"emphasis",26,5.820
,,"touch",57,5.790
,,"dependency",16,5.740
,,"bestow",41,5.730
,,"hold",17,5.690
,,"war",19,5.650
,,"turn",19,5.560
,,"doubt",16,5.540
,,"insist",32,5.530
,,"put",23,5.530
,,"power",15,5.510
,,"tax",21,5.500
,,"predicate",19,5.490
,,"drawing",13,5.490
,,"meditate",16,5.440
,,"gaze",13,5.390
,,"feed",16,5.290
,,"rest",15,5.290
,,"act",48,5.280
,,"dependant",13,5.260
,,"assault",15,5.250
,,"dwell",16,5.230
,,"claim",13,5.160
,,"effect",43,5.150
,,"pass",15,5.110
,,"build",135,5.100
power,"... like X",,8742,0.040
,,"god",202,9.280
,,"energy",168,8.930
,,"power",145,8.300
,,"source",253,8.130
,,"utility",81,7.920
,,"sector",156,7.830
,,"God",63,7.560
,,"infrastructure",73,7.390
,,"technology",197,7.050
,,"resource",96,6.890
,,"renewable",30,6.710
,,"have",100,6.650
,,"alternative",33,6.570
,,"industry",77,6.520
,,"anything",189,6.480
,,"concept",53,6.390
,,"parameter",38,6.370
,,"stat",22,6.160
,,"scale",19,6.070
,,"nothing",229,6.060
,,"idea",25,5.940
,,"solution",34,5.930
,,"amenity",42,5.900
,,"theme",23,5.890
,,"ability",17,5.810
,,"facility",36,5.740
,,"function",40,5.720
,,"spell",15,5.620
,,"characteristic",17,5.620
,,"document",22,5.590
,,"book",30,5.500
,,"behave",111,5.490
,,"project",51,5.480
,,"issue",116,5.400
,,"option",34,5.340
,,"quality",14,5.330
,,"feature",112,5.260
,,"thing",563,5.180
,,"word",26,5.170
,,"service",102,5.150
,,"factor",45,5.080
,,"property",16,5.080
,,"topic",36,5.040
power,"X without ...",,7632,0.040
,,"responsibility",487,10.540
,,"accountability",256,9.750
,,"Glory",82,8.410
,,"fight",166,8.230
,,"wire",89,8.190
,,"control",127,8.000
,,"check",90,7.940
,,"oversight",90,7.920
,,"restraint",73,7.700
,,"election",55,7.700
,,"struggle",56,7.290
,,"limit",117,7.290
,,"wisdom",40,7.260
,,"weight",46,7.180
,,"emission",36,7.150
,,"authority",89,7.080
,,"mandate",39,7.070
,,"battery",42,7.060
,,"glory",31,7.010
,,"compassion",32,6.970
,,"conscience",37,6.920
,,"bloodshed",35,6.920
,,"resistance",45,6.820
,,"love",54,6.790
,,"pollution",28,6.790
,,"legitimacy",26,6.770
,,"principle",28,6.720
,,"purpose",43,6.680
,,"violence",42,6.630
,,"scrutiny",25,6.490
,,"fuel",27,6.460
,,"war",30,6.400
,,"increase",36,6.390
,,"right",38,6.380
,,"compromise",40,6.350
,,"justice",24,6.320
,,"force",26,6.310
,,"support",149,6.240
,,"noise",23,6.160
,,"constraint",25,6.150
,,"opposition",31,6.140
,,"loss",83,6.090
,,"regard",112,6.010
,,"backing",19,6.000
,,"price",22,5.990
,,"damage",39,5.920
,,"consequence",40,5.910
,,"aid",41,5.870
,,"safeguard",15,5.870
,,"waste",15,5.840
,,"risk",65,5.810
,,"sanction",17,5.810
,,"interruption",54,5.770
,,"majority",14,5.770
,,"interference",46,5.740
,,"life",16,5.710
,,"need",224,5.700
,,"democracy",13,5.700
,,"complexity",14,5.690
,,"measure",17,5.670
,,"truth",14,5.670
,,"amount",15,5.660
,,"consent",157,5.650
,,"recourse",22,5.650
,,"distortion",17,5.650
,,"cable",15,5.650
,,"rival",13,5.640
,,"cost",46,5.620
,,"weapon",20,5.600
,,"concern",24,5.590
,,"instrument",13,5.580
,,"power",63,5.530
,,"vote",20,5.530
,,"fear",115,5.530
,,"consideration",31,5.530
,,"base",13,5.520
,,"respect",13,5.510
,,"subsidy",16,5.500
,,"threat",15,5.460
,,"restriction",44,5.450
,,"approval",63,5.420
,,"use",68,5.400
,,"expense",15,5.400
,,"disruption",16,5.390
,,"help",75,5.340
,,"consultation",20,5.340
,,"direction",14,5.340
,,"limitation",37,5.310
,,"justification",17,5.310
,,"law",16,5.310
,,"necessity",14,5.290
,,"precedent",18,5.270
,,"ability",15,5.250
,,"assistance",39,5.230
,,"reference",35,5.200
,,"intervention",36,5.160
,,"effort",35,5.150
,,"lot",23,5.140
,,"sense",14,5.100
,,"knowledge",70,5.100
power,"... if X",,7322,0.040
,,"power",88,8.290
,,"lose",82,7.300
,,"generator",34,7.230
,,"battery",35,7.200
,,"retain",29,6.980
,,"operate",33,6.960
,,"run",44,6.920
,,"liberty",25,6.780
,,"datum",35,6.720
,,"work",141,6.610
,,"backup",23,6.560
,,"hour",33,6.530
,,"little",55,6.490
,,"system",34,6.460
,,"operation",22,6.370
,,"have",37,6.360
,,"position",25,6.350
,,"seem",117,6.270
,,"act",44,6.130
,,"food",17,6.090
,,"survive",19,6.010
,,"equal",16,6.010
,,"happen",280,6.000
,,"need",36,5.970
,,"grid",14,5.950
,,"war",17,5.910
,,"feel",100,5.900
,,"state",23,5.900
,,"do",156,5.860
,,"supply",14,5.850
,,"function",15,5.830
,,"remain",14,5.800
,,"come",21,5.750
,,"source",14,5.740
,,"damage",13,5.730
,,"loss",19,5.720
,,"hand",18,5.720
